availability_30,availability_60,availability_90,availability_365
0,0,0,0
0,8,33,234
0,3,33,34
0,0,0,0
30,60,90,365
30,60,90,365
10,36,36,269
0,0,0,0
0,15,22,200
0,0,0,0
29,59,89,89
29,59,89,364
0,0,3,199
0,1,3,153
17,36,60,332
0,0,0,0
29,59,89,364
25,51,51,51
6,28,51,259
5,5,5,255
26,55,85,351
0,14,14,134
0,0,4,5
0,0,0,0
0,0,0,0
0,0,0,0
4,15,28,179
5,11,32,305
30,60,90,365
0,0,0,0
18,48,78,353
0,0,0,0
2,6,15,196
10,15,33,287
19,46,71,313
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
26,53,78,353
0,0,0,0
17,34,42,317
4,15,26,223
13,41,71,346
30,60,90,180
0,0,0,0
5,28,58,146
30,47,69,344
0,0,0,0
17,42,72,347
1,12,37,127
21,51,81,173
30,60,90,365
30,60,90,365
30,60,90,365
21,40,40,147
0,0,0,0
10,24,41,240
6,12,26,116
22,33,49,288
11,26,44,281
0,0,0,0
18,18,18,74
0,0,0,252
29,59,89,364
5,14,26,185
1,1,6,259
8,34,57,261
1,6,6,91
29,59,89,90
23,53,83,83
30,60,90,365
15,25,50,50
8,21,51,288
7,29,43,152
5,10,22,219
29,59,89,89
6,6,6,6
7,28,50,227
2,23,53,136
30,60,90,365
12,37,59,334
0,0,0,0
0,0,0,0
0,0,0,0
0,0,3,3
10,28,46,119
8,17,47,300
25,50,74,323
17,20,50,139
1,10,24,257
3,8,16,249
0,0,0,0
14,44,74,134
2,4,15,120
5,23,47,287
0,0,0,0
28,56,86,86
6,24,54,318
28,58,88,363
0,0,0,0
8,35,65,339
24,42,72,347
0,0,0,0
30,60,82,357
0,0,0,95
23,49,79,354
2,5,9,188
25,52,75,350
5,17,47,302
30,60,90,365
12,17,17,43
10,35,65,317
0,0,0,24
0,0,0,0
1,7,30,80
3,7,7,7
4,20,25,229
0,0,0,0
11,16,46,321
0,0,0,0
26,56,86,361
28,45,75,329
0,0,0,0
0,4,11,141
0,0,0,0
11,18,38,306
30,60,83,328
29,59,89,364
0,0,0,0
0,0,4,5
30,60,90,365
30,60,90,365
0,2,24,266
0,0,11,286
0,0,0,0
9,30,53,319
0,0,0,102
30,60,89,359
27,57,87,362
1,6,21,137
10,40,70,71
1,1,1,225
0,0,0,0
13,35,49,221
0,0,0,0
29,55,85,360
30,60,90,179
9,39,69,159
0,0,0,0
30,60,90,365
6,26,51,311
30,60,90,365
5,21,49,316
11,23,46,222
25,50,80,338
9,12,28,59
0,0,0,0
29,59,89,364
0,0,0,0
27,57,81,356
0,9,9,9
8,28,53,316
4,7,20,228
6,30,60,331
1,20,50,70
17,46,73,341
0,0,0,0
21,41,63,150
10,21,32,267
2,7,37,216
0,23,53,328
3,3,3,3
30,56,77,345
16,39,46,291
3,7,14,70
23,53,71,346
0,0,0,0
11,12,22,281
25,55,85,360
0,0,0,0
30,60,90,90
0,0,0,0
8,20,26,263
9,17,38,304
29,59,89,364
0,0,0,0
23,29,29,265
26,56,86,86
27,57,87,87
2,3,6,114
14,24,54,54
0,0,0,0
23,45,65,65
3,12,24,275
0,0,0,0
6,10,14,49
0,5,6,124
0,0,0,187
28,58,88,363
23,53,83,358
25,45,65,324
0,5,30,30
0,0,0,0
27,48,78,78
21,23,25,139
0,0,4,193
0,0,0,0
1,7,20,180
16,27,55,301
17,41,69,340
17,41,69,340
0,0,0,0
0,4,34,309
13,25,44,108
0,7,21,143
0,0,0,0
3,4,18,220
9,39,46,314
0,0,0,0
29,59,89,364
0,0,0,0
8,16,30,294
0,0,0,0
29,59,89,179
0,0,0,0
8,22,49,303
22,46,76,351
0,0,0,0
0,0,0,0
30,60,90,365
7,18,48,323
0,0,0,0
9,29,59,224
0,0,0,157
0,0,0,0
16,31,39,294
30,60,90,365
0,0,2,277
0,0,9,199
11,41,71,346
0,0,0,0
0,0,0,0
9,20,20,20
0,1,1,127
24,45,74,74
23,50,80,261
16,16,17,282
0,0,0,0
30,60,90,90
30,60,90,365
0,0,0,0
0,0,0,0
11,11,11,253
0,0,0,0
17,47,77,352
10,20,50,299
30,60,90,365
2,2,2,2
0,12,42,283
0,0,0,0
0,0,0,0
0,0,0,0
24,49,49,49
29,59,89,364
0,0,0,0
0,0,0,0
8,28,55,299
14,19,41,235
0,0,0,0
0,0,0,0
0,15,28,212
0,0,0,0
21,47,77,352
4,34,64,267
0,0,0,0
0,0,0,0
15,30,45,215
0,0,0,0
0,0,0,0
0,0,0,0
30,53,73,343
23,53,83,358
0,0,0,240
0,4,7,76
23,50,64,238
0,0,0,0
30,60,90,365
0,0,0,139
15,30,31,100
0,0,0,0
8,28,58,135
29,59,89,364
17,35,63,322
20,31,61,336
6,36,66,341
0,0,18,29
0,0,0,0
0,0,0,0
7,37,67,87
2,11,15,154
18,48,78,353
0,0,0,0
29,59,89,89
0,0,0,0
0,0,0,0
28,54,82,351
0,0,0,0
2,32,40,305
30,60,90,365
30,60,90,365
20,37,50,275
0,0,0,0
30,60,90,365
26,51,77,300
30,60,90,365
7,29,53,53
8,20,26,243
